>AGTRAP_ENST00000314340.10,chr1:11736136-11750769
6,32727949,32728078
7,32742675,32742733
8,32754372,32754474
9,32756403,32756529
10,32759306,32759436
11,32760200,32760406
12,32763748,32767959
>ZNF703_ENST00000331569.6,chr8:37695782-37700019
1,37695782,37696222
2,37697145,37700019
>FGFR1_ENST00000447712.7,chr8:38411143-38468635
1,38467981,38468635
2,38457356,38457534
3,38429682,38429948
4,38428346,38428435
5,38427921,38428093
6,38426122,38426245
7,38424509,38424699
8,38421797,38421941
9,38419533,38419735
10,38418228,38418373
11,38417870,38417991
12,38417306,38417416
13,38415870,38416060
14,38414779,38414901
15,38414559,38414629
16,38414152,38414289
17,38413918,38414023
18,38411143,38413804
>TACC1_ENST00000317827.9,chr8:38787236-38853028
1,38787236,38787743
2,38788704,38788819
3,38819522,38820635
4,38825308,38825368
5,38827168,38827375
6,38831125,38831177
7,38836162,38836287
8,38838470,38838546
9,38840224,38840267
10,38842287,38842447
11,38843289,38843395
12,38846699,38846819
13,38847955,38853028
>HOOK3_ENST00000307602.9,chr8:42896978-43030535
1,42896978,42897188
2,42906173,42906258
3,42925557,42925629
4,42930122,42930172
5,42943313,42943445
6,42950388,42950455
7,42957094,42957156
8,42959231,42959314
9,42964311,42964474
10,42966473,42966613
11,42968013,42968214
12,42973289,42973399
13,42974107,42974194
14,42982627,42982696
15,42986655,42986795
16,42997550,42997637
17,43002107,43002141
18,43007847,43007929
19,43010305,43010405
20,43013051,43013155
21,43013329,43013400
22,43018358,43030535
>TCEA1_ENST00000521604.7,chr8:53966556-54022448
1,54022063,54022448
2,54010430,54010492
3,53999945,54000050
4,53993668,53993755
5,53988114,53988259
6,53986969,53987025
7,53984363,53984517
8,53979025,53979171
9,53970392,53970463
10,53966556,53968112
>PLAG1_ENST00000316981.8,chr8:56160909-56211273
1,56211121,56211273
2,56179409,56179513
3,56171091,56171189
4,56168028,56168386
5,56160909,56167503
>CHCHD7_ENST00000355315.8,chr8:56211789-56218809
1,56211789,56211837
2,56214598,56214667
3,56216433,56216531
4,56217331,56218809
>NCOA2_ENST00000452400.7,chr8:70109782-70403808
1,70403700,70403808
2,70296744,70296800
3,70216660,70216764
4,70213903,70214075
5,70174756,70174859
6,70170202,70170379
7,70166566,70166754
8,70163465,70163566
9,70162711,70162854
10,70159505,70159652
11,70155971,70157240
12,70148273,70148483
13,70144642,70144848
14,70141184,70141399
15,70138203,70138332
16,70131837,70132002
17,70128702,70128980
18,70128433,70128510
19,70126813,70127047
20,70124688,70124865
21,70123884,70124082
22,70121302,70121391
23,70109782,70113643
>HEY1_ENST00000354724.8,chr8:79764010-79767767
1,79767575,79767767
2,79767219,79767294
3,79767009,79767092
4,79766651,79766732
5,79764010,79765771
>RUNX1T1_ENST00000396218.5,chr8:91958924-92062963
1,92062546,92062963
2,92017226,92017363
3,92014579,92014820
4,92011002,92011091
5,92005116,92005297
6,91991639,91991889
7,91986887,91986972
8,91986124,91986325
9,91975905,91975973
10,91970658,91970848
11,91958924,91960517
>ESRP1_ENST00000433389.8,chr8:94641174-94707466
1,94641174,94641450
2,94641956,94642084
3,94643303,94643416
4,94646168,94646282
5,94662272,94662370
6,94662501,94662555
7,94664697,94664807
8,94664927,94665059
9,94665154,94665196
10,94667949,94668250
11,94671453,94671671
12,94674308,94674506
13,94678203,94678371
14,94692677,94692827
15,94696852,94696961
16,94705925,94707466
>COX6C_ENST00000520468.7,chr8:99877865-99893707
1,99893639,99893707
2,99891908,99892052
3,99887490,99887618
4,99877865,99878265
>RGS22_ENST00000360863.11,chr8:99960936-100106049
1,100105897,100106049
2,100105374,100105402
3,100093447,100093509
4,100080134,100080355
5,100072145,100072230
6,100071369,100071537
7,100066167,100066296
8,100063416,100064043
9,100062591,100062752
10,100052802,100052976
11,100047463,100047596
12,100041802,100041916
13,100039962,100040087
14,100038931,100039032
15,100008375,100008569
16,100006017,100006109
17,100003926,100004098
18,100002202,100002364
19,99999262,99999420
20,99996462,99996530
21,99987458,99987619
22,99981937,99982116
23,99977917,99978075
24,99965335,99965430
25,99962885,99962978
26,99962687,99962767
27,99962394,99962443
28,99960936,99961196
>RSPO2_ENST00000276659.10,chr8:107899316-108083620
1,108083197,108083620
2,108082545,108082807
3,107989056,107989244
4,107960674,107960817
5,107958080,107958268
6,107899316,107901190
>EIF3E_ENST00000220849.10,chr8:108201216-108248717
1,108248613,108248717
2,108241799,108241913
3,108239958,108240075
4,108236161,108236203
5,108234998,108235102
6,108229070,108229195
7,108228267,108228391
8,108217334,108217460
9,108216412,108216513
10,108214607,108214716
11,108203401,108203503
12,108202983,108203117
13,108201216,108201923
>HAS2_ENST00000303924.5,chr8:121612116-121641440
1,121640853,121641440
2,121628714,121629340
3,121617105,121617206
4,121612116,121615038
>NDRG1_ENST00000323851.13,chr8:133237175-133297252
1,133297134,133297252
2,133284249,133284329
3,133280232,133280267
4,133264547,133264652
5,133262047,133262167
6,133259168,133259230
7,133258366,133258426
8,133256777,133256863
9,133254539,133254595
10,133250440,133250543
11,133248715,133248771
12,133247875,133247926
13,133246616,133246663
14,133244355,133244390
15,133242023,133242074
16,133237175,133239119
>JAK2_ENST00000381652.4,chr9:4985272-5129948
1,4985272,4985630
2,4985940,4986022
3,5021963,5022213
4,5029783,5029906
5,5044403,5044520
6,5050686,5050831
7,5054563,5054884
8,5055669,5055788
9,5064883,5065040
10,5066678,5066789
11,5069022,5069208
12,5069925,5070052
13,5072492,5072626
14,5073698,5073785
15,5077453,5077580
16,5078306,5078444
17,5080229,5080380
18,5080533,5080683
19,5081725,5081861
20,5089674,5089863
21,5090446,5090570
22,5090739,5090911
23,5123004,5123121
24,5126333,5126446
25,5126684,5129948
>NFIB_ENST00000380953.6,chr9:14081848-14314141
1,14313482,14314141
2,14306989,14307520
3,14179727,14179780
4,14155825,14155893
5,14150145,14150265
6,14146689,14146807
7,14125632,14125766
8,14120440,14120624
9,14116208,14116346
10,14112999,14113081
11,14081848,14088326
>MLLT3_ENST00000380338.9,chr9:20341669-20622499
1,20622245,20622499
2,20620654,20620834
3,20456704,20456786
4,20448123,20448266
5,20413721,20414425
6,20365669,20365744
7,20363476,20363605
8,20360742,20360841
9,20354808,20354879
10,20353525,20353596
11,20341669,20346574
>PAX5_ENST00000358127.9,chr9:36833269-37034268
1,37033986,37034268
2,37020636,37020801
3,37014997,37015194
4,37006473,37006537
5,37002648,37002776
6,36966549,36966724
7,36923355,36923484
8,36882004,36882105
9,36846843,36846929
10,36833269,36840636
>NTRK2_ENST00000277120.8,chr9:84669729-85027054
1,84669729,84669888
2,84670377,84670960
3,84702159,84702233
4,84702348,84702419
5,84707844,84707912
6,84710637,84710791
7,84723573,84723709
8,84724224,84724356
9,84727654,84727959
10,84741892,84741927
11,84744973,84745073
12,84751986,84752085
13,84861040,84861087
14,84867243,84867431
15,84934162,84934292
16,84948462,84948634
17,84955283,84955517
18,85020206,85020364
19,85021252,85027054
>OMD_ENST00000375550.5,chr9:92412380-92424471
1,92424202,92424471
2,92416619,92417574
3,92412380,92415477
>GABBR2_ENST00000259455.4,chr9:98288109-98708935
1,98708417,98708935
2,98577935,98578072
3,98541873,98542043
4,98496413,98496514
5,98480932,98480997
6,98473146,98473346
7,98453981,98454217
8,98406081,98406141
9,98394175,98394255
10,98388854,98389004
11,98385640,98385772
12,98371464,98371571
13,98362715,98362837
14,98311095,98311205
15,98306121,98306345
16,98303241,98303423
17,98299224,98299353
18,98293785,98293902
19,98288109,98290749
>NR4A3_ENST00000395097.7,chr9:99821885-99866891
1,99821885,99822407
2,99825659,99825832
3,99828041,99828993
4,99832689,99832818
5,99833282,99833454
6,99844649,99844848
7,99847437,99847615
8,99863620,99866891
>SUSD1_ENST00000374270.8,chr9:112040783-112175297
1,112175133,112175297
2,112157500,112157613
3,112149244,112149399
4,112143471,112143623
5,112142320,112142499
6,112124257,112124436
7,112112771,112112868
8,112111654,112111840
9,112102176,112102285
10,112098470,112098662
11,112080074,112080165
12,112078538,112078724
13,112062937,112063033
14,112058428,112058686
15,112052399,112052438
16,112041867,112041960
17,112040783,112041492
>PTBP3_ENST00000374257.6,chr9:112218435-112333619
1,112333470,112333619
2,112297832,112297916
3,112275844,112276013
4,112268049,112268195
5,112262435,112262599
6,112252678,112252788
7,112250929,112251103
8,112234820,112234897
9,112232099,112232238
10,112231380,112231413
11,112228380,112228472
12,112227411,112227627
13,112224133,112224210
14,112218435,112223983
>DAB2IP_ENST00000408936.7,chr9:121651594-121785530
1,121651594,121651899
2,121678678,121678781
3,121699325,121699458
4,121757013,121757166
5,121758898,121758996
6,121759885,121760439
7,121763505,121763649
8,121763735,121763879
9,121766494,121766730
10,121768432,121768633
11,121770546,121770724
12,121772607,121773495
13,121774260,121774412
14,121776198,121776391
15,121781464,121781551
16,121782331,121785530
>SET_ENST00000322030.13,chr9:128689222-128696396
1,128689222,128689655
2,128691170,128691227
3,128691858,128692000
4,128692662,128692765
5,128692868,128692981
6,128693638,128693808
7,128693896,128694042
8,128694641,128696396
>ABL1_ENST00000318560.6,chr9:130835254-130887675
1,130835254,130835525
2,130854064,130854237
3,130854801,130855096
4,130862763,130863035
5,130872129,130872213
6,130872860,130873037
7,130874868,130875052
8,130878415,130878567
9,130880068,130880157
10,130880500,130880664
11,130883969,130887675
>NUP214_ENST00000359428.10,chr9:131125586-131234663
1,131125586,131125749
2,131127524,131127719
3,131128332,131128483
4,131129279,131129477
5,131130766,131130836
6,131132596,131132659
7,131133106,131133209
8,131134898,131135004
9,131135940,131136006
10,131139281,131139407
11,131140549,131140710
12,131144280,131144754
13,131146129,131146304
14,131147490,131147584
15,131150324,131150410
16,131150616,131150765
17,131151736,131151894
18,131159383,131159486
19,131162991,131163173
20,131163870,131163955
21,131164061,131164144
22,131174055,131174318
23,131175460,131175621
24,131178311,131178410
25,131187289,131187364
26,131189053,131189131
27,131192208,131192292
28,131195233,131195294
29,131197216,131199015
30,131201647,131201717
31,131215212,131215368
32,131222778,131222930
33,131228160,131228331
34,131230630,131230769
35,131232284,131232308
36,131233454,131234663
>BRD3_ENST00000303407.12,chr9:134030305-134068026
1,134067945,134068026
2,134053265,134053590
3,134052306,134052443
4,134051562,134051709
5,134050374,134050588
6,134048083,134048454
7,134045293,134045421
8,134041760,134041951
9,134040034,134040269
10,134036032,134036324
11,134034701,134034829
12,134030305,134033705
>NACC2_ENST00000277554.4,chr9:136006537-136095289
1,136095189,136095289
2,136049636,136050580
3,136016265,136016429
4,136013864,136013969
5,136013199,136013296
6,136006537,136012024
>SEC16A_ENST00000684901.1,chr9:136440105-136483040
1,136482938,136483040
2,136478709,136478830
3,136474049,136477684
4,136471975,136472111
5,136468415,136468512
6,136466957,136467083
7,136466264,136466462
8,136465962,136466136
9,136464420,136464562
10,136463679,136463740
11,136463463,136463601
12,136462887,136463132
13,136461177,136461274
14,136460042,136460123
15,136459757,136459874
16,136459444,136459555
17,136459134,136459239
18,136457444,136457584
19,136456053,136456166
20,136455601,136455793
21,136454109,136454327
22,136453428,136453510
23,136451256,136451408
24,136448084,136448161
25,136447853,136447909
26,136447569,136447680
27,136447227,136447364
28,136446855,136446949
29,136445645,136445719
30,136445052,136445111
31,136443823,136443900
32,136440105,136441823
>NOTCH1_ENST00000651671.1,chr9:136494433-136546048
1,136545726,136546048
2,136544024,136544102
3,136523717,136523979
4,136522850,136523188
5,136519443,136519565
6,136518591,136518824
7,136518137,136518292
8,136517752,136517937
9,136517272,136517385
10,136515981,136516094
11,136515483,136515716
12,136515290,136515400
13,136514510,136514702
14,136513392,136513537
15,136513021,136513134
16,136511152,136511271
17,136510653,136510805
18,136509733,136509961
19,136508870,136509071
20,136508232,136508385
21,136507955,136508139
22,136507305,136507437
23,136506716,136506973
24,136506527,136506639
25,136505310,136505881
26,136504673,136505104
27,136503182,136503330
28,136502272,136502488
29,136502001,136502088
30,136501748,136501913
31,136500552,136500847
32,136499112,136499259
33,136498899,136498996
34,136494433,136497558
>MLLT10_ENST00000307729.12,chr10:21534232-21743630
1,21534232,21534520
2,21534645,21534804
3,21538833,21538912
4,21586294,21586348
5,21595331,21595440
6,21612348,21612451
7,21614831,21614924
8,21617112,21617207
9,21651673,21651768
10,21670449,21670704
11,21673350,21673919
12,21681332,21681376
13,21682225,21682257
14,21713772,21713950
15,21726244,21726355
16,21727856,21727928
17,21730900,21731054
18,21732899,21733087
19,21733504,21733592
20,21733768,21734129
21,21735139,21735235
22,21740030,21740236
23,21741939,21743630
>ABI1_ENST00000376140.4,chr10:26746596-26860958
1,26860747,26860958
2,26823138,26823305
3,26777065,26777241
4,26771075,26771089
5,26770245,26770345
6,26768852,26768992
7,26765218,26765318
8,26759062,26759238
9,26755655,26755741
10,26751598,26751783
11,26746596,26748745
>KIF5B_ENST00000302418.5,chr10:32009015-32056425
1,32055848,32056425
2,32048464,32048551
3,32040384,32040457
4,32039327,32039431
5,32038778,32038826
6,32038163,32038218
7,32037520,32037607
8,32037254,32037378
9,32035890,32035994
10,32035522,32035667
11,32034690,32034838
12,32033845,32034038
13,32032706,32032774
14,32031073,32031279
15,32028428,32028571
16,32022848,32023036
17,32022140,32022257
18,32021226,32021287
19,32021022,32021131
20,32019858,32019959
21,32018502,32018562
22,32018316,32018387
23,32018052,32018156
24,32017143,32017359
25,32015509,32015659
26,32009015,32011516
>EPC1_ENST00000319778.11,chr10:32267751-32347158
1,32346763,32347158
2,32305772,32305931
3,32293592,32293737
4,32292988,32293194
5,32292496,32292644
6,32291163,32291322
7,32287098,32287274
8,32286926,32287015
9,32286694,32286842
10,32284698,32285050
11,32273163,32273281
12,32272026,32272167
13,32271554,32271917
14,32267751,32269135
>RET_ENST00000355710.8,chr10:43077069-43130351
1,43077069,43077331
2,43100459,43100722
3,43102342,43102629
4,43104952,43105193
5,43106376,43106571
6,43109031,43109230
7,43111207,43111465
8,43112099,43112224
9,43112853,43112963
10,43113556,43113675
11,43114480,43114736
12,43116584,43116731
13,43118373,43118480
14,43119531,43119745
15,43120081,43120203
16,43121946,43122016
17,43123671,43123808
18,43124883,43124982
19,43126575,43126722
20,43128112,43130351
>NCOA4_ENST00000581486.6,chr10:46005088-46030623
1,46030526,46030623
2,46016540,46016694
3,46015126,46015266
4,46014854,46014942
5,46014444,46014552
6,46013550,46013639
7,46012883,46013026
8,46010223,46011206
9,46009411,46009551
10,46005088,46006597
>CCDC6_ENST00000263102.7,chr10:59788747-59906556
1,59906122,59906556
2,59852553,59852702
3,59832525,59832653
4,59814652,59814755
5,59812635,59812795
6,59806922,59807078
7,59804420,59804520
8,59794473,59794597
9,59788747,59793111
>TET1_ENST00000373644.5,chr10:68560337-68694487
1,68560337,68560742
2,68572217,68574252
3,68600981,68601034
4,68644698,68647005
5,68651846,68651936
6,68652501,68652594
7,68667045,68667256
8,68672895,68673045
9,68681399,68681488
10,68682836,68682973
11,68686356,68686707
12,68690808,68694487
>VCL_ENST00000211998.10,chr10:73998116-74120169
1,73998116,73998375
2,74043083,74043153
3,74070670,74070820
4,74070975,74071083
5,74072730,74072852
6,74074743,74074903
7,74082454,74082544
8,74083366,74083513
9,74089196,74089349
10,74090023,74090198
11,74094271,74094461
12,74095656,74095855
13,74097204,74097332
14,74100948,74101097
15,74103820,74103928
16,74105051,74105353
17,74107230,74107354
18,74108971,74109156
19,74111909,74112112
20,74114184,74114387
21,74114795,74114899
22,74118023,74120169
>NUTM2B_ENST00000429828.6,chr10:79703227-79712755
1,79703227,79703991
2,79706042,79706741
3,79708699,79708827
4,79709800,79709939
5,79710382,79710764
6,79711250,79711366
7,79711700,79712755
>NUTM2A_ENST00000381707.6,chr10:87225448-87234978
1,87225448,87226212
2,87228263,87228962
3,87230920,87231048
4,87232021,87232160
5,87232603,87232985
6,87233473,87233589
7,87233923,87234978
>VTI1A_ENST00000393077.3,chr10:112447215-112818744
1,112447215,112447467
2,112460524,112460582
3,112464547,112464657
4,112527087,112527164
5,112538246,112538330
6,112668218,112668288
7,112668937,112668998
8,112815290,112818744
>TCF7L2_ENST00000627217.3,chr10:112950247-113167678
1,112950247,112950945
2,112951207,112951273
3,112951483,112951607
4,112964556,112964624
5,113040025,113040126
6,113141184,113141316
7,113143923,113144025
8,113146011,113146097
9,113150998,113151123
10,113151725,113151884
11,113152333,113152440
12,113158021,113158069
13,113160619,113160691
14,113165555,113167678
>SHTN1_ENST00000355371.9,chr10:116881477-117005187
1,117005022,117005187
2,116979256,116979308
3,116968652,116968712
4,116960136,116960230
5,116954042,116954210
6,116951909,116952006
7,116948916,116948997
8,116944924,116945018
9,116940466,116940612
10,116929849,116930002
11,116927792,116927891
12,116921434,116921516
13,116915375,116915484
14,116911790,116911843
15,116906627,116906747
16,116901765,116901957
17,116881477,116886566
>CARS1_ENST00000380525.9,chr11:3000929-3057423
1,3057343,3057423
2,3047753,3048001
3,3042165,3042256
4,3040896,3040984
5,3039835,3039931
6,3039194,3039292
7,3038050,3038199
8,3029303,3029443
9,3028996,3029084
10,3026676,3026797
11,3020220,3020332
12,3019139,3019267
13,3018620,3018749
14,3018408,3018511
15,3017857,3017954
16,3017106,3017295
17,3015781,3015849
18,3012195,3012276
19,3006879,3006959
20,3005366,3005433
21,3002541,3002600
22,3001970,3002053
23,3000929,3001248
>NUP98_ENST00000324932.12,chr11:3675019-3797554
1,3797400,3797554
2,3782042,3782145
3,3779156,3779257
4,3778873,3779049
5,3775882,3776021
6,3773632,3773739
7,3771748,3771928
8,3768581,3768744
9,3762902,3763039
10,3760539,3760626
11,3753316,3753408
12,3744509,3744649
13,3735191,3735324
14,3731391,3731578
15,3725103,3725219
16,3723157,3723455
17,3720712,3720825
18,3719412,3719550
19,3713818,3713995
20,3712564,3712728
21,3706445,3706627
22,3705200,3705356
23,3702463,3702892
24,3700610,3700839
25,3699082,3699348
26,3695449,3695606
27,3693232,3693375
28,3691347,3691489
29,3685973,3686194
30,3683200,3683441
31,3679554,3679708
32,3676509,3676620
33,3675019,3676376
>NRIP3_ENST00000309166.8,chr11:8980576-9004001
1,9003762,9004001
2,8988118,8988282
3,8987548,8987630
4,8985711,8985850
5,8984072,8984124
6,8983875,8983969
7,8980576,8983560
>WT1_ENST00000452863.10,chr11:32387775-32435539
1,32434700,32435539
2,32428497,32428619
3,32427956,32428058
4,32417577,32417654
5,32416490,32416540
6,32399948,32400044
7,32396257,32396407
8,32392666,32392755
9,32391972,32392064
10,32387775,32389179
>EHF_ENST00000257831.8,chr11:34621093-34663288
1,34621093,34621228
2,34642628,34642727
3,34646439,34646684
4,34649019,34649081
5,34651542,34651610
6,34651737,34651805
7,34656908,34656970
8,34658533,34658728
9,34658832,34663288
>CREB3L1_ENST00000621158.5,chr11:46277662-46321409
1,46277662,46278213
2,46299935,46300163
3,46307816,46308000
4,46309989,46310067
5,46311032,46311189
6,46312325,46312474
7,46312612,46312670
8,46312851,46312919
9,46316286,46316385
10,46317361,46317487
11,46320264,46320528
12,46320710,46321409
>BTBD18_ENST00000422652.6,chr11:57743514-57751819
1,57751541,57751819
2,57751065,57751236
3,57743514,57746148
>SLC3A2_ENST00000338663.12,chr11:62880896-62888860
1,62880896,62881447
2,62881893,62882066
3,62882908,62882999
4,62884457,62884525
5,62884632,62884690
6,62885177,62885357
7,62885465,62885608
8,62888135,62888218
9,62888331,62888860
>PACS1_ENST00000320580.9,chr11:66070272-66244744
1,66070272,66070842
2,66193486,66193573
3,66210362,66210451
4,66211134,66211259
5,66216119,66216263
6,66216520,66216611
7,66216695,66216775
8,66219746,66219805
9,66220631,66220791
10,66221154,66221247
11,66227504,66227584
12,66230548,66230663
13,66230805,66230940
14,66232172,66232276
15,66232960,66233066
16,66233785,66233939
17,66234132,66234242
18,66235301,66235403
19,66235898,66235940
20,66238804,66238846
21,66239142,66239277
22,66241427,66241653
23,66242912,66243031
24,66243165,66244744
>RBM14_ENST00000310137.5,chr11:66616630-66629934
1,66616630,66617057
2,66624214,66625678
3,66626461,66629934
>INTS4_ENST00000534064.6,chr11:77878720-77994668
1,77994590,77994668
2,77991108,77991299
3,77981459,77981576
4,77978996,77979102
5,77960953,77961138
6,77960341,77960391
7,77958746,77958834
8,77955942,77956062
9,77941180,77941251
10,77938651,77938825
11,77928342,77928547
12,77924750,77924892
13,77922356,77922471
14,77921340,77921473
15,77918821,77918978
16,77907717,77907810
17,77903540,77903620
18,77901421,77901551
19,77894290,77894349
20,77891681,77891840
21,77891319,77891462
22,77883832,77883952
23,77878720,77879127
>GAB2_ENST00000361507.5,chr11:78215293-78417820
1,78417646,78417820
2,78280601,78280901
3,78250157,78250400
4,78226465,78227051
5,78225108,78225202
6,78223412,78223676
7,78222105,78222195
8,78221677,78221779
9,78220319,78220444
10,78215293,78219415
>PICALM_ENST00000393346.8,chr11:85957175-86069084
1,86068651,86069084
2,86031469,86031611
3,86026292,86026367
4,86022367,86022469
5,86014870,86014963
6,86012281,86012392
7,86011030,86011136
8,86007542,86007583
9,86003366,86003451
10,86001035,86001158
11,86000643,86000779
12,85996826,85996929
13,85990250,85990399
14,85983866,85983973
15,85981872,85982003
16,85981745,85981775
17,85981129,85981228
18,85976623,85976682
19,85974708,85974812
20,85957175,85959060
>MAML2_ENST00000524717.6,chr11:95976598-96343195
1,96341383,96343195
2,96091892,96093517
3,95991520,95991723
4,95985531,95985642
5,95976598,95979963
>KMT2A_ENST00000534358.8,chr11:118436492-118526832
1,118436492,118436944
2,118468775,118468844
3,118471662,118474315
4,118476805,118476982
5,118477967,118478201
6,118480174,118480238
7,118481715,118482092
8,118482422,118482495
9,118484183,118484314
10,118484862,118484975
11,118488614,118488760
12,118489792,118489887
13,118490129,118490249
14,118491196,118491318
15,118491744,118491928
16,118493057,118493230
17,118494288,118494398
18,118494694,118494767
19,118495700,118495893
20,118496261,118496367
21,118497936,118498073
22,118498370,118498528
23,118499303,118499420
24,118499835,118499913
25,118500987,118501147
26,118501672,118501857
27,118502398,118506646
28,118507529,118507609
29,118509136,118509200
30,118509948,118510118
31,118511951,118512025
32,118519618,118519792
33,118519957,118520064
34,118520802,118520885
35,118521288,118521417
36,118521897,118526832
>CBL_ENST00000264033.6,chr11:119206339-119308149
1,119206339,119206612
2,119232448,119232695
3,119271735,119271881
4,119273868,119274024
5,119274832,119274953
6,119275997,119276134
7,119277757,119277844
8,119278166,119278297
9,119278510,119278713
10,119284969,119285100
11,119285189,119285566
12,119287852,119287946
13,119296918,119297034
14,119297384,119297481
15,119298358,119298540
16,119299495,119308149
>ARHGEF12_ENST00000397843.7,chr11:120336413-120489937
1,120336413,120337275
2,120406118,120406141
3,120407738,120407823
4,120409394,120409450
5,120420753,120420851
6,120421803,120421852
7,120424358,120424415
8,120428069,120428247
9,120429440,120429517
10,120429712,120429831
11,120431771,120431911
12,120437308,120437382
13,120440129,120440221
14,120441707,120441817
15,120442104,120442202
16,120445422,120445464
17,120446403,120446508
18,120446948,120447085
19,120447874,120447906
20,120448234,120448348
21,120449109,120449214
22,120451512,120451724
23,120457118,120457250
24,120457721,120457756
25,120458080,120458234
26,120459174,120459320
27,120460672,120460757
28,120465237,120465362
29,120467194,120467308
30,120469288,120469388
31,120473050,120473127
32,120474560,120474635
33,120475340,120475507
34,120476661,120476748
35,120477219,120477305
36,120477447,120477526
37,120478156,120478389
38,120479960,120480430
39,120481260,120481576
40,120484438,120484507
41,120485067,120489937
>TBCEL_ENST00000683345.1,chr11:121024102-121090776
1,121024102,121024291
2,121036505,121036612
3,121045674,121045823
4,121047528,121047667
5,121053551,121053732
6,121055052,121055308
7,121058345,121058471
8,121059969,121060085
9,121086778,121090776
>TECTA_ENST00000392793.6,chr11:121101243-121191490
1,121101243,121101442
2,121102665,121102729
3,121105831,121105964
4,121109211,121109498
5,121113072,121113209
6,121113553,121113718
7,121118306,121118718
8,121125302,121125872
9,121127752,121128344
10,121129638,121130211
11,121137421,121138022
12,121145555,121146116
13,121152881,121153080
14,121157841,121158224
15,121160135,121160421
16,121162075,121162370
17,121165273,121165383
18,121166578,121166780
19,121168054,121168217
20,121168677,121168925
21,121187832,121187994
22,121189080,121189167
23,121189764,121189880
24,121190706,121191490
>FLI1_ENST00000527786.7,chr11:128694072-128813267
1,128694072,128694276
2,128758115,128758326
3,128768118,128768272
4,128772782,128772985
5,128781958,128782023
6,128805366,128805431
7,128807180,128807239
8,128809157,128809204
9,128810459,128813267
>KDM5A_ENST00000399788.7,chr12:280057-389320
1,388927,389320
2,385897,385974
3,384031,384153
4,365934,366104
5,362963,363097
6,356432,356537
7,355158,355249
8,354076,354234
9,352205,352324
10,350621,350779
11,334241,334422
12,333487,333649
13,331819,331938
14,328835,329029
15,323600,323781
16,323082,323206
17,322417,322567
18,320995,321109
19,318106,318461
20,313056,313194
21,310885,311064
22,309803,309964
23,307454,308005
24,306946,307089
25,297041,297200
26,295573,295793
27,292759,293169
28,280057,285662
>ERC1_ENST00000360905.9,chr12:991223-1495931
1,991223,991322
2,1027748,1028572
3,1083164,1083580
4,1104750,1104824
5,1110192,1110347
6,1112215,1112298
7,1115866,1116033
8,1141620,1141787
9,1180540,1180677
10,1181925,1182065
11,1183281,1183421
12,1189859,1190052
13,1236769,1236904
14,1263034,1263165
15,1289852,1290012
16,1371833,1371977
17,1408149,1408247
18,1444562,1444750
19,1490093,1495931
>ZNF384_ENST00000683879.1,chr12:6666477-6689375
1,6689098,6689375
2,6688167,6688226
3,6679455,6679525
4,6678946,6679183
5,6678663,6678710
6,6678127,6678460
7,6677167,6677259
8,6673216,6673440
9,6672350,6672532
10,6670760,6670838
11,6669031,6669189
12,6666477,6668115
>ETV6_ENST00000396373.9,chr12:11649674-11895377
1,11649674,11650160
2,11752450,11752579
3,11839140,11839304
4,11853427,11853561
5,11869424,11869969
6,11884445,11884587
7,11885926,11886026
8,11890941,11895377
>KRAS_ENST00000311936.8,chr12:25205246-25250929
1,25250751,25250929
2,25245274,25245395
3,25227234,25227412
4,25225614,25225773
5,25205246,25209911
>ITPR2_ENST00000381340.8,chr12:26335352-26833194
1,26832690,26833194
2,26790157,26790227
3,26725650,26725765
4,26724656,26724742
5,26722397,26722555
6,26716144,26716242
7,26715752,26715835
8,26715299,26715445
9,26711173,26711268
10,26695606,26695650
11,26686481,26686632
12,26682574,26682673
13,26681874,26682034
14,26665910,26666051
15,26663685,26663846
16,26659113,26659285
17,26658011,26658130
18,26657707,26657892
19,26656297,26656548
20,26655708,26655852
21,26653976,26654126
22,26631866,26632059
23,26628033,26628162
24,26624299,26624356
25,26622240,26622405
26,26621123,26621296
27,26602617,26602706
28,26602370,26602495
29,26599987,26600109
30,26599145,26599345
31,26596883,26597134
32,26595465,26595590
33,26580027,26580155
34,26578713,26578833
35,26561762,26561952
36,26556233,26556375
37,26550247,26550355
38,26495152,26495260
39,26494153,26494340
40,26487068,26487251
41,26486104,26486360
42,26483698,26483898
43,26481131,26481241
44,26476912,26477007
45,26475296,26475418
46,26443543,26443650
47,26439127,26439319
48,26436221,26436346
49,26427913,26428088
50,26419049,26419213
51,26415303,26415498
52,26411320,26411412
53,26400128,26400258
54,26398876,26399041
55,26387434,26387594
56,26340167,26340328
57,26335352,26339483
>PPFIBP1_ENST00000228425.11,chr12:27524206-27695564
1,27524206,27524365
2,27578152,27578239
3,27633362,27633460
4,27634910,27635115
5,27646062,27646148
6,27647729,27647842
7,27650010,27650141
8,27654722,27654814
9,27656616,27656730
10,27658816,27658848
11,27660884,27660945
12,27664362,27664446
13,27667166,27667320
14,27671431,27671546
15,27672427,27672483
16,27673767,27673827
17,27674192,27674221
18,27676428,27676599
19,27677064,27677096
20,27679489,27679639
21,27679933,27680061
22,27681546,27681696
23,27682387,27682498
24,27682615,27682703
25,27687385,27687507
26,27688298,27688423
27,27689015,27689203
28,27691749,27691928
29,27692591,27692656
30,27692796,27695564
